,wheat,corn,dairy,beef,chicken,rice,apple,potatoes,broccoli,carrots,target
1252,4.0,1.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,potatoes
1253,3.0,4.0,4.0,1.0,4.0,5.0,5.0,1.0,5.0,4.0,none
1254,4.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,none
1255,1.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,none
1256,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,none
1257,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,none
1258,4.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,none
1259,5.0,1.0,4.0,5.0,2.0,3.0,5.0,5.0,2.0,1.0,none
1260,4.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,4.0,4.0,none
1261,4.0,5.0,4.0,4.0,1.0,5.0,4.0,2.0,3.0,4.0,none
1262,4.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,4.0,5.0,none
1263,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,none
1264,2.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,none
1265,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,none
1266,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,none
1267,1.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,carrots
1268,4.0,3.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,none
1269,3.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,none
1270,5.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,none
1271,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,none
1272,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,2.0,none
1273,3.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,none
1274,5.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,none
1275,4.0,4.0,2.0,4.0,1.0,5.0,5.0,4.0,3.0,4.0,none
1276,1.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,none
1277,4.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,none
1278,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,none
1279,1.0,4.0,2.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,none
1280,4.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,none
1281,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,none
1282,5.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,none
1283,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,none
1284,1.0,4.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,5.0,none
1285,2.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,none
1286,5.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,corn
1287,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,none
1288,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,none
1289,3.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,none
1290,1.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,none
1291,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,none
1292,3.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,none
1293,5.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,none
1294,4.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,2.0,5.0,none
1295,1.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,beef
1296,4.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,4.0,potatoes
1297,3.0,4.0,1.0,4.0,2.0,1.0,5.0,4.0,2.0,1.0,none
1298,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,none
1299,3.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,none
1300,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,none
1301,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,none
1302,1.0,1.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,1.0,none
1303,5.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,1.0,none
1304,2.0,2.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,none
1305,1.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,none
1306,5.0,2.0,3.0,1.0,4.0,1.0,5.0,2.0,1.0,4.0,none
1307,5.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,none
1308,4.0,4.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,2.0,none
1309,2.0,5.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,none
1310,1.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,none
1311,4.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,5.0,none
1312,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,none
1313,4.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,none
1314,5.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,none
1315,2.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,5.0,none
1316,4.0,4.0,1.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,none
1317,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,none
1318,1.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,none
1319,2.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,none
1320,4.0,4.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,4.0,none
1321,3.0,4.0,1.0,2.0,1.0,4.0,1.0,5.0,4.0,4.0,potatoes
1322,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,none
1323,3.0,5.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,none
1324,4.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,none
1325,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,chicken
1326,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,none
1327,4.0,5.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,2.0,none
1328,2.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,none
1329,5.0,4.0,2.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,none
1330,1.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,5.0,none
1331,4.0,1.0,1.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,none
1332,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,none
1333,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,none
1334,2.0,1.0,4.0,2.0,1.0,4.0,5.0,1.0,2.0,4.0,none
1335,4.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,none
1336,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,none
1337,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,none
1338,2.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,none
1339,1.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,none
1340,4.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,none
1341,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,none
1342,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,none
1343,1.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,none
1344,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,none
1345,4.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,none
1346,4.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,2.0,5.0,none
1347,1.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,1.0,3.0,corn
1348,3.0,4.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,4.0,none
1349,1.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,2.0,none
1350,2.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,none
1351,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,none
1352,5.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,none
1353,4.0,1.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,3.0,none
1354,3.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,none
1355,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,none
1356,2.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,none
1357,4.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,none
1358,5.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,none
1359,2.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,none
1360,2.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,none
1361,4.0,4.0,2.0,5.0,2.0,3.0,3.0,1.0,5.0,4.0,none
1362,4.0,4.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,none
1363,3.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,none
1364,5.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,3.0,none
1365,4.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,none
1366,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,none
1367,4.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,3.0,none
1368,1.0,3.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,none
1369,1.0,1.0,1.0,4.0,5.0,4.0,1.0,5.0,1.0,3.0,none
1370,4.0,5.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,apple
1371,1.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,none
1372,3.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,none
1373,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,none
1374,4.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,none
1375,1.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,none
1376,2.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,4.0,none
1377,3.0,4.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,none
1378,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,none
1379,5.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,none
1380,5.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,none
1381,4.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,none
1382,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,none
1383,4.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,none
1384,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,none
1385,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,none
1386,4.0,4.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,3.0,none
1387,5.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,none
1388,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,none
1389,3.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,apple
1390,4.0,5.0,3.0,1.0,5.0,2.0,3.0,5.0,3.0,2.0,none
1391,1.0,5.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,5.0,none
1392,5.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,none
1393,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,none
1394,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,none
1395,4.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,4.0,none
1396,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,none
1397,2.0,4.0,4.0,1.0,5.0,1.0,5.0,3.0,5.0,4.0,none
1398,4.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,none
1399,5.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,5.0,none
1400,4.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,none
1401,4.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,none
1402,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,none
1403,2.0,2.0,4.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,none
1404,1.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,none
1405,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,none
1406,2.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,none
1407,4.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,none
1408,4.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,none
1409,2.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,none
1410,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,none
1411,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,beef
1412,4.0,2.0,4.0,3.0,3.0,1.0,5.0,5.0,4.0,2.0,none
1413,4.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,none
1414,5.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,none
1415,5.0,5.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,none
1416,4.0,5.0,5.0,5.0,3.0,1.0,2.0,4.0,4.0,3.0,none
1417,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,none
1418,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,5.0,none
1419,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,none
1420,5.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,1.0,4.0,none
1421,5.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,none
1422,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,none
1423,3.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,none
1424,4.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,4.0,none
1425,5.0,4.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,none
1426,5.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,none
1427,4.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,none
1428,1.0,1.0,4.0,2.0,5.0,4.0,3.0,1.0,1.0,2.0,none
1429,4.0,1.0,3.0,4.0,2.0,4.0,5.0,1.0,5.0,4.0,none
1430,4.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,chicken
1431,4.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,1.0,none
1432,4.0,5.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,5.0,none
1433,5.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,none
1434,2.0,2.0,2.0,4.0,3.0,1.0,4.0,5.0,4.0,1.0,none
1435,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,none
1436,3.0,4.0,5.0,3.0,1.0,5.0,4.0,2.0,4.0,2.0,none
1437,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,none
1438,5.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0,beef
1439,3.0,5.0,2.0,4.0,5.0,4.0,1.0,4.0,3.0,3.0,none
1440,3.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,none
1441,1.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,none
1442,1.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,none
1443,5.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,none
1444,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,none
1445,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,none
1446,2.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,none
1447,4.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,none
1448,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,none
1449,4.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,none
1450,4.0,5.0,4.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,none
1451,2.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,1.0,3.0,none
1452,4.0,1.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,none
1453,4.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,none
1454,5.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,none
1455,2.0,4.0,2.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,none
1456,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,none
1457,1.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,none
1458,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,none
1459,3.0,5.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,none
1460,3.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,none
1461,4.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,none
1462,1.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,none
1463,4.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,none
1464,4.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,none
1465,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,none
1466,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,none
1467,5.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,none
1468,1.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,none
1469,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,none
1470,4.0,2.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,none
1471,3.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,none
1472,4.0,4.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,potatoes
1473,4.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,none
1474,4.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,none
1475,1.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,4.0,none
1476,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,none
1477,4.0,5.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,5.0,none
1478,4.0,2.0,4.0,5.0,1.0,4.0,3.0,4.0,2.0,1.0,none
1479,2.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,3.0,none
1480,2.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,3.0,1.0,none
1481,1.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,none
1482,2.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,none
1483,4.0,4.0,1.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,none
1484,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,none
1485,5.0,4.0,5.0,4.0,2.0,2.0,5.0,1.0,5.0,5.0,none
1486,3.0,2.0,3.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,none
1487,4.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,none
1488,4.0,1.0,5.0,5.0,2.0,4.0,1.0,4.0,3.0,3.0,none
1489,1.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,none
1490,4.0,1.0,1.0,2.0,5.0,3.0,5.0,4.0,1.0,1.0,none
1491,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,none
1492,5.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,none
1493,4.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,2.0,5.0,none
1494,4.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,none
1495,5.0,4.0,2.0,4.0,5.0,1.0,3.0,4.0,5.0,4.0,none
1496,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,none
1497,5.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,none
1498,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,none
1499,1.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,2.0,none
1500,3.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,none
1501,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,none
1502,3.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,none
1503,5.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,4.0,none
1504,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,none
1505,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,none
1506,5.0,1.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,none
1507,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,none
1508,3.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,1.0,4.0,none
1509,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,none
1510,1.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,none
1511,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,none
1512,1.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,none
1513,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,none
1514,3.0,5.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,4.0,none
1515,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,none
1516,4.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,none
1517,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,none
1518,4.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,none
1519,5.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,rice
1520,2.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,none
1521,3.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,none
1522,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0,1.0,none
1523,1.0,4.0,3.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,broccoli
1524,4.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,none
1525,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,none
1526,4.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,beef
1527,2.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,none
1528,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,none
1529,3.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,none
1530,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,none
1531,4.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,none
1532,4.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,none
1533,4.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,none
1534,4.0,4.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,none
1535,3.0,2.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,none
1536,2.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,5.0,4.0,none
1537,4.0,4.0,2.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,none
1538,4.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,none
1539,3.0,2.0,4.0,1.0,4.0,5.0,3.0,2.0,4.0,4.0,none
1540,4.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,none
1541,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,none
1542,4.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,none
1543,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,none
1544,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,none
1545,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,none
1546,4.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,none
1547,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,none
1548,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,none
1549,2.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,1.0,none
1550,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,none
1551,4.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,5.0,4.0,none
1552,4.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,none
1553,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,none
1554,4.0,2.0,4.0,2.0,1.0,3.0,2.0,5.0,4.0,5.0,none
1555,5.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,none
1556,1.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,none
1557,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,none
1558,1.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,none
1559,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,none
1560,2.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,1.0,4.0,none
